hotel,hotel_type,arrival_date,lead_time,market_segment,distribution_channel,customer_type,deposit_type,country,agent,adr,estimated_revenue,is_canceled,cancel_risk_score,predicted_cancel
City Hotel - Pune,City Hotel,2024-12-16,7,Direct,Direct,Transient,No Deposit,PRT,14.0,88.0,176.0,0,0.10945187568987937,0
City Hotel - Goa,City Hotel,2024-11-21,5,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,105.0,105.0,0,0.1525355692131581,0
City Hotel - Ahmedabad,City Hotel,2024-11-26,5,Offline TA/TO,TA/TO,Transient,No Deposit,DEU,22.0,80.0,320.0,0,0.0026013741186325665,0
City Hotel - Delhi,City Hotel,2024-12-30,36,Online TA,TA/TO,Transient,No Deposit,GBR,8.0,77.99,77.99,0,0.07872481445588374,0
City Hotel - Hyderabad,City Hotel,2024-11-02,6,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,88.35,353.4,0,0.11948555900883492,0
City Hotel - Kolkata,City Hotel,2024-11-03,0,Online TA,TA/TO,Transient,No Deposit,CHN,9.0,82.88,414.4,0,0.31908038138752115,0
City Hotel - Bangalore,City Hotel,2024-12-24,98,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,28.0,75.0,300.0,0,0.002278286843569745,0
City Hotel - Chennai,City Hotel,2024-11-07,67,Online TA,TA/TO,Transient,No Deposit,FRA,7.0,64.67,323.34998,0,0.006032740585536004,0
City Hotel - Delhi,City Hotel,2024-12-07,260,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,67.5,67.5,0,0.4631517044115226,0
City Hotel - Chennai,City Hotel,2024-11-28,197,Offline TA/TO,TA/TO,Transient-Party,No Deposit,FRA,3.0,113.4,567.0,0,0.005537900802188789,0
City Hotel - Hyderabad,City Hotel,2024-11-08,12,Direct,Direct,Transient,No Deposit,ESP,14.0,146.5,732.5,0,0.21582598162546998,0
City Hotel - Hyderabad,City Hotel,2024-12-10,20,Online TA,TA/TO,Transient,No Deposit,ECU,9.0,88.4,353.6,0,0.1161987915432732,0
City Hotel - Kochi,City Hotel,2024-11-28,29,Online TA,TA/TO,Transient,No Deposit,BEL,9.0,104.0,312.0,0,0.6986311720194054,1
City Hotel - Kolkata,City Hotel,2024-11-03,18,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,191.0,573.0,0,0.0024137871141287916,0
City Hotel - Chandigarh,City Hotel,2024-11-06,66,Online TA,TA/TO,Transient,No Deposit,SGP,7.0,79.0,237.0,0,0.015529935233626096,0
City Hotel - Bangalore,City Hotel,2024-11-19,92,Online TA,TA/TO,Transient,No Deposit,GRC,9.0,96.9,484.5,0,0.5821871398034233,1
City Hotel - Chandigarh,City Hotel,2024-12-20,115,Online TA,TA/TO,Transient,No Deposit,CHE,83.0,91.12,364.48,0,0.0906234695612907,0
City Hotel - Mumbai,City Hotel,2024-11-10,3,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,110.5,442.0,0,0.12658454714190956,0
City Hotel - Bhopal,City Hotel,2024-11-07,25,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,60.0,60.0,0,0.006447965691381008,0
City Hotel - Bhopal,City Hotel,2024-11-20,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.00456605629223545,0
City Hotel - Bhopal,City Hotel,2024-11-17,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.004128375286586598,0
City Hotel - Goa,City Hotel,2024-12-15,208,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,81.0,81.0,0,0.005078634084801115,0
City Hotel - Jaipur,City Hotel,2024-11-23,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.003855208286410126,0
City Hotel - Goa,City Hotel,2024-11-30,79,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,126.0,126.0,0,0.45462828977118996,0
City Hotel - Jaipur,City Hotel,2024-11-08,81,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,119.0,595.0,0,0.9153502051134906,1
City Hotel - Chandigarh,City Hotel,2024-12-24,45,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,93.6,280.8,0,0.29676450844570884,0
City Hotel - Indore,City Hotel,2024-11-14,70,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,109.8,329.40002,0,0.6419808325467112,1
City Hotel - Hyderabad,City Hotel,2024-12-16,107,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,76.69,536.83,0,0.3544125866572883,0
City Hotel - Kochi,City Hotel,2024-11-30,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.0031429336892715193,0
City Hotel - Chennai,City Hotel,2024-12-11,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.004354210764202408,0
City Hotel - Chennai,City Hotel,2024-11-03,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,65.0,0,0.006534756668661602,0
City Hotel - Ahmedabad,City Hotel,2024-12-21,43,Online TA,TA/TO,Transient,No Deposit,CHE,9.0,88.0,264.0,0,0.36485002706030045,0
City Hotel - Mumbai,City Hotel,2024-12-27,106,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,91.6,274.8,0,0.038010653850902236,0
City Hotel - Jaipur,City Hotel,2024-11-25,5,Online TA,TA/TO,Transient,No Deposit,PRT,83.0,84.8,84.8,0,0.44196539161954146,0
City Hotel - Indore,City Hotel,2024-11-18,90,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,74.8,374.0,0,0.7000678255493638,1
City Hotel - Pune,City Hotel,2024-11-08,90,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,74.8,374.0,0,0.6102976221092629,1
City Hotel - Kolkata,City Hotel,2024-11-15,4,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,185.0,185.0,0,0.5802392185554576,1
City Hotel - Bangalore,City Hotel,2024-12-22,1,Corporate,Corporate,Transient,No Deposit,PRT,397.0,108.0,216.0,0,0.48404622630118793,0
City Hotel - Chandigarh,City Hotel,2024-11-11,137,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,146.1,730.5,0,0.1288126040195585,0
City Hotel - Indore,City Hotel,2024-11-27,0,Direct,Direct,Transient,No Deposit,CHL,0.0,143.0,143.0,0,0.02417430084211549,0
City Hotel - Hyderabad,City Hotel,2024-11-08,109,Offline TA/TO,TA/TO,Transient,No Deposit,LTU,22.0,92.65,277.95,0,0.011108160322840337,0
City Hotel - Jaipur,City Hotel,2024-12-15,107,Direct,Direct,Transient,No Deposit,ITA,14.0,147.67,443.01,0,0.16912611331741745,0
City Hotel - Kochi,City Hotel,2024-12-07,213,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,78.3,234.90001,0,0.8778149146812012,1
City Hotel - Chandigarh,City Hotel,2024-11-08,72,Offline TA/TO,TA/TO,Transient,No Deposit,CHE,52.0,84.15,336.6,0,0.004553900259983798,0
City Hotel - Hyderabad,City Hotel,2024-11-07,46,Online TA,TA/TO,Transient,No Deposit,CHN,9.0,122.4,122.4,0,0.5392492859086205,1
City Hotel - Chandigarh,City Hotel,2024-12-08,66,Offline TA/TO,TA/TO,Transient,No Deposit,AUT,27.0,68.0,476.0,0,0.0014096050409897404,0
City Hotel - Bangalore,City Hotel,2024-12-30,255,Offline TA/TO,TA/TO,Transient,No Deposit,GBR,79.0,62.64,187.92,0,0.006981993844999659,0
City Hotel - Hyderabad,City Hotel,2024-11-23,3,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,131.0,262.0,0,0.003642048226208518,0
City Hotel - Mumbai,City Hotel,2024-11-04,80,Online TA,TA/TO,Transient,No Deposit,DEU,8.0,114.9,344.7,0,0.03686048901885862,0
City Hotel - Indore,City Hotel,2024-12-01,93,Online TA,TA/TO,Transient,No Deposit,ESP,8.0,92.51,370.04,0,0.08293147448973977,0
City Hotel - Chennai,City Hotel,2024-12-16,1,Online TA,TA/TO,Transient,No Deposit,USA,9.0,188.0,376.0,0,0.03328988333205184,0
City Hotel - Bhopal,City Hotel,2024-11-07,1,Online TA,TA/TO,Transient,No Deposit,USA,9.0,120.0,240.0,0,0.019219901313290277,0
City Hotel - Goa,City Hotel,2024-12-19,4,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,112.2,448.8,0,0.09092978076845655,0
City Hotel - Ahmedabad,City Hotel,2024-12-11,78,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,110.84,554.19995,0,0.18851982779388046,0
City Hotel - Ahmedabad,City Hotel,2024-11-16,24,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,206.0,206.0,0,0.8744108060546218,1
City Hotel - Ahmedabad,City Hotel,2024-11-17,38,Online TA,TA/TO,Transient,No Deposit,SGP,9.0,95.2,380.8,0,0.8785960720239429,1
City Hotel - Chandigarh,City Hotel,2024-11-20,19,Complementary,Direct,Transient,No Deposit,PRT,0.0,0.0,0.0,0,0.09739807563278083,0
City Hotel - Lucknow,City Hotel,2024-12-21,16,Direct,Direct,Transient,No Deposit,BRA,14.0,140.0,280.0,0,0.12602636719569724,0
City Hotel - Jaipur,City Hotel,2024-12-09,225,Online TA,TA/TO,Transient,No Deposit,GRC,9.0,70.55,352.75,0,0.5453643434543175,1
City Hotel - Pune,City Hotel,2024-12-11,39,Online TA,TA/TO,Transient,No Deposit,BEL,9.0,192.95,771.8,0,0.7528180702125777,1
City Hotel - Delhi,City Hotel,2024-12-04,19,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,148.0,296.0,0,0.3171686404407187,0
City Hotel - Bhopal,City Hotel,2024-11-07,6,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,119.0,476.0,0,0.06973609225202056,0
City Hotel - Lucknow,City Hotel,2024-12-20,1,Direct,Direct,Transient,No Deposit,BRA,0.0,120.0,240.0,0,0.017139661189134302,0
City Hotel - Bangalore,City Hotel,2024-12-11,222,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,70.55,352.75,0,0.7279900292155165,1
City Hotel - Bhopal,City Hotel,2024-11-23,1,Online TA,TA/TO,Transient,No Deposit,ROU,9.0,140.0,140.0,0,0.011428604039563011,0
City Hotel - Lucknow,City Hotel,2024-11-16,3,Online TA,TA/TO,Transient,No Deposit,HRV,9.0,110.5,442.0,0,0.0579060113913513,0
City Hotel - Chennai,City Hotel,2024-12-26,23,Online TA,TA/TO,Transient,No Deposit,USA,9.0,148.0,296.0,0,0.34211086580482686,0
City Hotel - Chennai,City Hotel,2024-11-07,115,Online TA,TA/TO,Transient,No Deposit,BRA,7.0,170.63,853.15,0,0.02957382376119134,0
City Hotel - Kochi,City Hotel,2024-11-06,4,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,125.0,625.0,0,0.10090892912929396,0
City Hotel - Chennai,City Hotel,2024-12-04,20,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,65.0,65.0,0,0.5045854242602933,1
City Hotel - Mumbai,City Hotel,2024-12-19,18,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,129.0,258.0,0,0.5010215728358165,1
City Hotel - Bhopal,City Hotel,2024-12-26,44,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,65.0,65.0,0,0.2986834246774617,0
City Hotel - Chandigarh,City Hotel,2024-12-11,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,70.0,420.0,0,0.007139546535262004,0
City Hotel - Indore,City Hotel,2024-11-06,44,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,65.0,65.0,0,0.7507592638254894,1
City Hotel - Jaipur,City Hotel,2024-12-13,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,220.0,58.5,351.0,0,0.26270925659941585,0
City Hotel - Kochi,City Hotel,2024-12-14,28,Offline TA/TO,TA/TO,Transient-Party,No Deposit,PRT,220.0,141.67,425.01,0,0.43672711605412423,0
City Hotel - Indore,City Hotel,2024-12-26,6,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,70.0,420.0,0,0.0030296457853829,0
City Hotel - Chennai,City Hotel,2024-11-04,245,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,145.8,583.2,0,0.49283532203133207,0
City Hotel - Mumbai,City Hotel,2024-11-06,0,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,65.0,260.0,0,0.0034490038322741506,0
City Hotel - Chennai,City Hotel,2024-11-24,207,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,104.0,183.0,549.0,0,0.006434585992580946,0
City Hotel - Bangalore,City Hotel,2024-11-18,207,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,104.0,161.67,485.01,0,0.0081221654964345,0
City Hotel - Goa,City Hotel,2024-11-20,4,Online TA,TA/TO,Transient,No Deposit,ROU,9.0,122.48,489.92,0,0.07218596694196344,0
City Hotel - Delhi,City Hotel,2024-12-02,41,Offline TA/TO,TA/TO,Transient-Party,No Deposit,BRA,220.0,70.0,420.0,0,0.009111989391308322,0
City Hotel - Jaipur,City Hotel,2024-11-21,207,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,104.0,95.0,285.0,0,0.0021735638904504403,0
City Hotel - Bhopal,City Hotel,2024-11-25,29,Offline TA/TO,TA/TO,Transient-Party,No Deposit,FRA,104.0,161.67,485.01,0,0.012585208637284004,0
City Hotel - Bhopal,City Hotel,2024-11-15,44,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,60.0,120.0,0,0.6185247921482036,1
City Hotel - Chennai,City Hotel,2024-11-20,46,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,65.0,130.0,0,0.8326464886989909,1
City Hotel - Kolkata,City Hotel,2024-12-25,46,Groups,TA/TO,Transient-Party,No Deposit,PRT,0.0,65.0,130.0,0,0.8504487629094942,1
City Hotel - Mumbai,City Hotel,2024-12-04,269,Offline TA/TO,TA/TO,Transient-Party,No Deposit,SWE,12.0,70.0,350.0,0,0.005821325340332264,0
City Hotel - Lucknow,City Hotel,2024-11-27,269,Offline TA/TO,TA/TO,Transient-Party,No Deposit,SWE,12.0,70.0,350.0,0,0.005676775061307737,0
City Hotel - Delhi,City Hotel,2024-11-20,88,Online TA,TA/TO,Transient,No Deposit,USA,7.0,168.33,336.66,0,0.015949187858123593,0
City Hotel - Pune,City Hotel,2024-12-11,6,Direct,Direct,Transient,No Deposit,DEU,14.0,98.0,98.0,0,0.06676447025732958,0
City Hotel - Delhi,City Hotel,2024-12-13,1,Online TA,TA/TO,Transient,No Deposit,JPN,9.0,149.0,298.0,0,0.1552208130041188,0
City Hotel - Bhopal,City Hotel,2024-11-17,19,Online TA,TA/TO,Transient,No Deposit,AUT,9.0,121.2,848.39996,0,0.04838815869587015,0
City Hotel - Kochi,City Hotel,2024-11-23,0,Direct,Direct,Transient,No Deposit,PRT,0.0,88.0,88.0,0,0.07691330839180785,0
City Hotel - Goa,City Hotel,2024-12-11,91,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,102.6,205.2,0,0.9203586047858794,1
City Hotel - Bangalore,City Hotel,2024-11-28,18,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,104.0,208.0,0,0.2736317149286869,0
City Hotel - Indore,City Hotel,2024-11-18,4,Online TA,TA/TO,Transient,No Deposit,ESP,7.0,81.62,163.24,0,0.006216920391386795,0
City Hotel - Pune,City Hotel,2024-12-08,76,Online TA,TA/TO,Transient,No Deposit,PRT,7.0,75.86,303.44,0,0.60211727376402,1
City Hotel - Ahmedabad,City Hotel,2024-11-01,0,Direct,Direct,Transient,No Deposit,HRV,14.0,108.0,216.0,0,0.10179689197161872,0
City Hotel - Chennai,City Hotel,2024-11-26,23,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,115.9,695.4,0,0.21300619815621208,0
City Hotel - Jaipur,City Hotel,2024-11-29,44,Online TA,TA/TO,Transient,No Deposit,COL,9.0,146.3,292.6,0,0.25091632456322494,0
City Hotel - Chandigarh,City Hotel,2024-12-06,13,Online TA,TA/TO,Transient,No Deposit,PRT,7.0,89.32,178.64,0,0.4262146297832084,0
City Hotel - Pune,City Hotel,2024-11-14,0,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,88.0,88.0,0,0.05682153874469569,0
City Hotel - Ahmedabad,City Hotel,2024-11-26,0,Direct,Direct,Transient,No Deposit,USA,0.0,109.33,327.99,0,0.00669248344976636,0
City Hotel - Pune,City Hotel,2024-11-15,306,Online TA,TA/TO,Transient-Party,No Deposit,ITA,9.0,92.65,370.6,0,0.5062661247276041,1
City Hotel - Goa,City Hotel,2024-12-23,71,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,97.4,389.6,0,0.0029746088068014426,0
City Hotel - Goa,City Hotel,2024-11-08,129,Online TA,TA/TO,Transient,No Deposit,ARG,9.0,135.0,135.0,0,0.002333681876206188,0
City Hotel - Goa,City Hotel,2024-11-28,5,Online TA,TA/TO,Group,No Deposit,ARG,9.0,125.8,503.2,0,0.011280230923256066,0
City Hotel - Ahmedabad,City Hotel,2024-11-20,76,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,119.0,476.0,0,0.33908314687788493,0
City Hotel - Delhi,City Hotel,2024-12-08,7,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,118.2,709.19995,0,0.15295909047885167,0
City Hotel - Chennai,City Hotel,2024-12-13,44,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,106.07,318.21,0,0.5717910345021646,1
City Hotel - Lucknow,City Hotel,2024-11-09,12,Online TA,TA/TO,Transient,No Deposit,USA,9.0,90.1,270.3,0,0.05337467033874626,0
City Hotel - Ahmedabad,City Hotel,2024-11-04,1,Online TA,TA/TO,Transient,No Deposit,GTM,9.0,59.0,118.0,0,0.042527737874693675,0
City Hotel - Lucknow,City Hotel,2024-11-22,105,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,28.0,75.0,150.0,0,0.002191922758757679,0
City Hotel - Delhi,City Hotel,2024-12-16,66,Online TA,TA/TO,Transient,No Deposit,BEL,9.0,93.6,280.8,0,0.34304191931814026,0
City Hotel - Jaipur,City Hotel,2024-11-04,4,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,106.0,106.0,0,0.10128675613269678,0
City Hotel - Jaipur,City Hotel,2024-11-30,14,Direct,Direct,Transient,No Deposit,ESP,14.0,91.6,458.0,0,0.004537447254863949,0
City Hotel - Kochi,City Hotel,2024-11-30,2,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,97.0,291.0,0,0.048202454821557425,0
City Hotel - Lucknow,City Hotel,2024-12-27,52,Online TA,TA/TO,Transient,No Deposit,DEU,9.0,127.8,127.8,0,0.39141555831048047,0
City Hotel - Bhopal,City Hotel,2024-11-25,16,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,156.0,156.0,0,0.35339519561434063,0
City Hotel - Kochi,City Hotel,2024-12-10,35,Online TA,TA/TO,Transient,No Deposit,SVK,9.0,74.8,448.80002,0,0.8491744084314573,1
City Hotel - Bhopal,City Hotel,2024-12-11,40,Online TA,TA/TO,Transient,No Deposit,ITA,7.0,125.66,628.30005,0,0.021205830160300577,0
City Hotel - Lucknow,City Hotel,2024-11-27,43,Offline TA/TO,TA/TO,Transient,No Deposit,ITA,85.0,68.0,272.0,0,0.06262323624165211,0
City Hotel - Chandigarh,City Hotel,2024-12-11,21,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,144.0,144.0,0,0.5236769421579852,1
City Hotel - Lucknow,City Hotel,2024-11-18,22,Groups,TA/TO,Transient-Party,No Deposit,USA,0.0,67.0,67.0,0,0.005169021225429844,0
City Hotel - Jaipur,City Hotel,2024-11-14,124,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,93.6,93.6,0,0.5584381330157522,1
City Hotel - Kolkata,City Hotel,2024-11-23,14,Online TA,TA/TO,Transient,No Deposit,RUS,9.0,126.0,252.0,0,0.25016199376677467,0
City Hotel - Kochi,City Hotel,2024-11-28,8,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,115.6,462.4,0,0.1116426707679134,0
City Hotel - Ahmedabad,City Hotel,2024-12-24,4,Online TA,TA/TO,Transient,No Deposit,ITA,7.0,141.91,425.73,0,0.008807782839069868,0
City Hotel - Kolkata,City Hotel,2024-12-08,32,Online TA,TA/TO,Transient,No Deposit,USA,7.0,68.07,272.28,0,0.007365949591333936,0
City Hotel - Ahmedabad,City Hotel,2024-11-22,2,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,73.36,366.8,0,0.07114560128380416,0
City Hotel - Goa,City Hotel,2024-12-20,6,Online TA,TA/TO,Transient,No Deposit,ITA,86.0,91.32,456.6,0,0.3183858996161737,0
City Hotel - Kolkata,City Hotel,2024-11-16,85,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,126.0,378.0,0,0.3166108030188075,0
City Hotel - Goa,City Hotel,2024-11-07,9,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,87.69,263.07,0,0.662656026156891,1
City Hotel - Jaipur,City Hotel,2024-11-10,0,Direct,Direct,Transient,No Deposit,PRT,14.0,129.5,129.5,0,0.04154297621525429,0
City Hotel - Delhi,City Hotel,2024-12-07,47,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,93.6,280.8,0,0.4637891642978262,0
City Hotel - Hyderabad,City Hotel,2024-11-27,128,Online TA,TA/TO,Transient,No Deposit,THA,9.0,82.44,247.32,0,0.08044211912676728,0
City Hotel - Pune,City Hotel,2024-12-02,4,Direct,Direct,Transient,No Deposit,AUT,0.0,79.5,79.5,0,0.0509868641444824,0
City Hotel - Lucknow,City Hotel,2024-11-02,0,Online TA,TA/TO,Transient,No Deposit,NLD,9.0,85.29,255.87,0,0.12260909646335333,0
City Hotel - Kolkata,City Hotel,2024-11-24,121,Online TA,TA/TO,Transient,No Deposit,ITA,9.0,104.0,416.0,0,0.5541882273676684,1
City Hotel - Kolkata,City Hotel,2024-12-24,130,Online TA,TA/TO,Transient,No Deposit,BRA,7.0,78.15,312.6,0,0.04053875989122555,0
City Hotel - Mumbai,City Hotel,2024-12-24,9,Online TA,TA/TO,Transient,No Deposit,CHE,7.0,45.86,183.44,0,0.005942218811367808,0
City Hotel - Chennai,City Hotel,2024-12-21,181,Online TA,TA/TO,Transient,No Deposit,IRL,9.0,137.7,413.09998,0,0.034673562724141245,0
City Hotel - Indore,City Hotel,2024-11-18,0,Corporate,Corporate,Transient,No Deposit,PRT,0.0,80.0,80.0,0,0.07796421559364704,0
City Hotel - Bangalore,City Hotel,2024-11-26,11,Corporate,Corporate,Transient,No Deposit,PRT,0.0,99.5,199.0,0,0.09428157940247825,0
City Hotel - Lucknow,City Hotel,2024-12-03,75,Groups,TA/TO,Transient-Party,No Deposit,USA,330.0,78.0,234.0,0,0.00821166708676432,0
City Hotel - Delhi,City Hotel,2024-11-25,0,Direct,Direct,Transient,No Deposit,ESP,0.0,79.5,79.5,0,0.04166420501074404,0
City Hotel - Hyderabad,City Hotel,2024-11-18,1,Offline TA/TO,TA/TO,Transient,No Deposit,FRA,15.0,54.06,216.24,0,0.014246788750369357,0
City Hotel - Chandigarh,City Hotel,2024-11-24,2,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,88.5,177.0,0,0.0658760260983729,0
City Hotel - Lucknow,City Hotel,2024-11-08,27,Groups,TA/TO,Transient-Party,No Deposit,USA,0.0,67.0,134.0,0,0.006281933109175024,0
City Hotel - Bangalore,City Hotel,2024-12-07,5,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,116.62,583.10004,0,0.07153462905298094,0
City Hotel - Goa,City Hotel,2024-12-20,41,Online TA,TA/TO,Transient,No Deposit,GBR,9.0,105.4,421.6,0,0.5483773109408172,1
City Hotel - Jaipur,City Hotel,2024-11-10,4,Groups,TA/TO,Transient-Party,No Deposit,ITA,0.0,70.0,140.0,0,0.020673395412817062,0
City Hotel - Kochi,City Hotel,2024-12-12,262,Online TA,TA/TO,Transient-Party,No Deposit,ALB,9.0,114.3,342.90002,0,0.20761508866392225,0
City Hotel - Lucknow,City Hotel,2024-12-17,4,Groups,TA/TO,Transient-Party,No Deposit,ESP,0.0,70.0,140.0,0,0.01133346304079051,0
City Hotel - Lucknow,City Hotel,2024-12-01,52,Direct,Direct,Transient,No Deposit,PRT,14.0,79.2,158.4,0,0.41578928027494894,0
City Hotel - Bhopal,City Hotel,2024-11-04,8,Online TA,TA/TO,Transient,No Deposit,PER,7.0,75.08,150.16,0,0.008111151297823081,0
City Hotel - Chandigarh,City Hotel,2024-11-08,52,Direct,Direct,Transient,No Deposit,PRT,14.0,124.2,248.4,0,0.18185655765902328,0
City Hotel - Hyderabad,City Hotel,2024-11-02,23,Direct,Direct,Transient,No Deposit,ITA,14.0,168.0,840.0,0,0.003210090250050621,0
City Hotel - Bhopal,City Hotel,2024-12-26,61,Offline TA/TO,TA/TO,Transient,No Deposit,DEU,27.0,72.0,360.0,0,0.0013823876561663987,0
City Hotel - Bhopal,City Hotel,2024-12-20,65,Groups,TA/TO,Transient-Party,No Deposit,DEU,0.0,65.0,130.0,0,0.010832791584736498,0
City Hotel - Hyderabad,City Hotel,2024-11-13,65,Groups,TA/TO,Transient-Party,No Deposit,DEU,0.0,65.0,130.0,0,0.013050844533868962,0
City Hotel - Chennai,City Hotel,2024-12-09,65,Groups,TA/TO,Transient-Party,No Deposit,DEU,0.0,65.0,130.0,0,0.00818108482575101,0
City Hotel - Ahmedabad,City Hotel,2024-12-21,65,Groups,TA/TO,Transient-Party,No Deposit,DEU,0.0,65.0,130.0,0,0.009493906614580425,0
City Hotel - Lucknow,City Hotel,2024-11-19,1,Online TA,TA/TO,Transient,No Deposit,PRT,159.0,104.5,209.0,0,0.05358398088806208,0
City Hotel - Goa,City Hotel,2024-12-08,16,Online TA,TA/TO,Transient,No Deposit,TUN,9.0,82.88,331.52,0,0.46497389155030133,0
City Hotel - Ahmedabad,City Hotel,2024-11-19,55,Online TA,TA/TO,Transient,No Deposit,BRA,9.0,93.6,93.6,0,0.3330601973059545,0
City Hotel - Bhopal,City Hotel,2024-11-26,10,Online TA,TA/TO,Transient,No Deposit,FRA,8.0,120.67,362.01,0,0.041811768612540774,0
City Hotel - Hyderabad,City Hotel,2024-12-06,58,Online TA,TA/TO,Transient,No Deposit,ESP,9.0,79.2,158.4,0,0.6647126040070984,1
City Hotel - Jaipur,City Hotel,2024-11-30,19,Direct,Direct,Transient,No Deposit,FRA,14.0,117.06,468.24,0,0.17895828424463842,0
City Hotel - Kolkata,City Hotel,2024-11-14,62,Direct,Direct,Transient,No Deposit,NLD,14.0,124.5,373.5,0,0.22155973403036755,0
City Hotel - Kolkata,City Hotel,2024-11-24,58,Online TA,TA/TO,Transient,No Deposit,GBR,7.0,57.59,230.36,0,0.012635289020275746,0
City Hotel - Chandigarh,City Hotel,2024-11-06,10,Online TA,TA/TO,Transient,No Deposit,USA,9.0,85.29,255.87,0,0.6812861030647235,1
City Hotel - Bangalore,City Hotel,2024-11-14,1,Online TA,TA/TO,Transient,No Deposit,USA,9.0,69.7,209.09999,0,0.027804813065105544,0
City Hotel - Mumbai,City Hotel,2024-11-10,61,Online TA,TA/TO,Transient,No Deposit,FRA,9.0,108.2,108.2,0,0.21431607378564552,0
City Hotel - Jaipur,City Hotel,2024-11-05,1,Online TA,TA/TO,Transient,No Deposit,FRA,83.0,175.2,525.6,0,0.03845682534438759,0
City Hotel - Chandigarh,City Hotel,2024-12-06,81,Online TA,TA/TO,Transient,No Deposit,DEU,7.0,72.07,72.07,0,0.012492015018944673,0
City Hotel - Delhi,City Hotel,2024-11-13,12,Online TA,TA/TO,Transient,No Deposit,PRT,9.0,90.0,180.0,0,0.42312103774873155,0
